Date,war,conflict,united states
2019-04-15 00:00:00,0.1780821917808219,0.20000000000000004,0.06122448979591835
2019-04-22 00:00:00,0.2602739726027397,0.20000000000000004,0.06122448979591835
2019-04-29 00:00:00,0.4109589041095891,0.20000000000000004,0.040816326530612235
2019-05-06 00:00:00,0.3698630136986301,0.20000000000000004,0.06122448979591835
2019-05-13 00:00:00,0.27397260273972596,0.20000000000000004,0.06122448979591835
2019-05-20 00:00:00,0.2054794520547945,0.20000000000000004,0.06122448979591835
2019-05-27 00:00:00,0.2054794520547945,0.20000000000000004,0.22448979591836735
2019-06-03 00:00:00,0.1780821917808219,0.1,0.06122448979591835
2019-06-10 00:00:00,0.13698630136986306,0.1,0.040816326530612235
2019-06-17 00:00:00,0.0821917808219178,0.1,0.040816326530612235
2019-06-24 00:00:00,0.0684931506849315,0.1,0.040816326530612235
2019-07-01 00:00:00,0.0547945205479452,0.1,0.040816326530612235
2019-07-08 00:00:00,0.0410958904109589,0.1,0.040816326530612235
2019-07-15 00:00:00,0.0136986301369863,0.1,0.040816326530612235
2019-07-22 00:00:00,0.0410958904109589,0.1,0.040816326530612235
2019-07-29 00:00:00,0.0410958904109589,0.1,0.020408163265306117
2019-08-05 00:00:00,0.0136986301369863,0.1,0.020408163265306117
2019-08-12 00:00:00,0.0410958904109589,0.1,0.040816326530612235
2019-08-19 00:00:00,0.0410958904109589,0.1,0.020408163265306117
2019-08-26 00:00:00,0.0547945205479452,0.1,0.040816326530612235
2019-09-02 00:00:00,0.0821917808219178,0.1,0.040816326530612235
2019-09-09 00:00:00,0.13698630136986306,0.20000000000000004,0.06122448979591835
2019-09-16 00:00:00,0.1095890410958904,0.20000000000000004,0.06122448979591835
2019-09-23 00:00:00,0.1095890410958904,0.20000000000000004,0.06122448979591835
2019-09-30 00:00:00,0.0821917808219178,0.20000000000000004,0.06122448979591835
2019-10-07 00:00:00,0.35616438356164387,0.20000000000000004,0.06122448979591835
2019-10-14 00:00:00,0.30136986301369867,0.20000000000000004,0.06122448979591835
2019-10-21 00:00:00,0.19178082191780826,0.20000000000000004,0.040816326530612235
2019-10-28 00:00:00,0.19178082191780826,0.20000000000000004,0.06122448979591835
2019-11-04 00:00:00,0.13698630136986306,0.20000000000000004,0.040816326530612235
2019-11-11 00:00:00,0.13698630136986306,0.20000000000000004,0.06122448979591835
2019-11-18 00:00:00,0.1780821917808219,0.20000000000000004,0.06122448979591835
2019-11-25 00:00:00,0.1506849315068493,0.20000000000000004,0.06122448979591835
2019-12-02 00:00:00,0.0958904109589041,0.1,0.020408163265306117
2019-12-09 00:00:00,0.1232876712328767,0.20000000000000004,0.06122448979591835
2019-12-16 00:00:00,0.1232876712328767,0.20000000000000004,0.06122448979591835
2019-12-23 00:00:00,0.1506849315068493,0.1,0.06122448979591835
2019-12-30 00:00:00,0.1095890410958904,0.0,0.0
2020-01-06 00:00:00,0.4657534246575343,0.1,0.040816326530612235
2020-01-13 00:00:00,0.49315068493150677,0.20000000000000004,0.08163265306122447
2020-01-20 00:00:00,0.16438356164383555,0.20000000000000004,0.040816326530612235
2020-01-27 00:00:00,0.0821917808219178,0.20000000000000004,0.06122448979591835
2020-02-03 00:00:00,0.1095890410958904,0.20000000000000004,0.08163265306122447
2020-02-10 00:00:00,0.0958904109589041,0.20000000000000004,0.08163265306122447
2020-02-17 00:00:00,0.0958904109589041,0.20000000000000004,0.08163265306122447
2020-02-24 00:00:00,0.1095890410958904,0.20000000000000004,0.06122448979591835
2020-03-02 00:00:00,0.1095890410958904,0.20000000000000004,0.14285714285714282
2020-03-09 00:00:00,0.1095890410958904,0.20000000000000004,0.18367346938775506
2020-03-16 00:00:00,0.1232876712328767,0.20000000000000004,0.24489795918367344
2020-03-23 00:00:00,0.1232876712328767,0.1,0.2857142857142857
2020-03-30 00:00:00,0.2328767123287671,0.1,0.24489795918367344
2020-04-06 00:00:00,0.27397260273972596,0.20000000000000004,0.24489795918367344
2020-04-13 00:00:00,0.24657534246575347,0.20000000000000004,0.2040816326530612
2020-04-20 00:00:00,0.2328767123287671,0.20000000000000004,0.18367346938775506
2020-04-27 00:00:00,0.24657534246575347,0.20000000000000004,0.14285714285714282
2020-05-04 00:00:00,0.2602739726027397,0.20000000000000004,0.16326530612244897
2020-05-11 00:00:00,0.30136986301369867,0.20000000000000004,0.14285714285714282
2020-05-18 00:00:00,0.2328767123287671,0.20000000000000004,0.12244897959183673
2020-05-25 00:00:00,0.1780821917808219,0.20000000000000004,0.10204081632653059
2020-06-01 00:00:00,0.21917808219178075,0.1,0.10204081632653059
2020-06-08 00:00:00,0.16438356164383555,0.1,0.12244897959183673
2020-06-15 00:00:00,0.1232876712328767,0.1,0.10204081632653059
2020-06-22 00:00:00,0.16438356164383555,0.20000000000000004,0.08163265306122447
2020-06-29 00:00:00,0.0958904109589041,0.1,0.08163265306122447
2020-07-06 00:00:00,0.0684931506849315,0.1,0.08163265306122447
2020-07-13 00:00:00,0.0821917808219178,0.1,0.10204081632653059
